Type,Latitude,Longitude,Report Location
Seal Attack,47.59571849,-122.401601,"(47.6968648910386, -122.331920038376)"
Seal Attack,47.60052331,-122.400146,"(47.6975568880072, -122.342593547061)"
Seal Attack,47.59030382,-122.3823214,"(47.6919824835429, -122.314121451987)"
Seal Attack,47.59447661,-122.4220767,"(47.699779973186, -122.277917285734)"
Seal Attack,47.62303549,-122.3914938,"(47.6976116622426, -122.330391595934)"
Seal Attack,47.57900046,-122.3856031,"(47.69017422345, -122.317670897539)"
Seal Attack,47.60899387,-122.4133181,"(47.68557420164, -122.313692331983)"
Seal Attack,47.58989756,-122.4040091,"(47.6859780653381, -122.358032050411)"
Seal Attack,47.58973993,-122.3823541,"(47.6900599144285, -122.36728694764)"
Seal Attack,47.60847358,-122.426275,"(47.6824819353885, -122.314441445776)"
Seal Attack,47.62032598,-122.42219,"(47.6938351075687, -122.320119830354)"
Seal Attack,47.59038469,-122.390299,"(47.6816004912908, -122.303816095542)"
Seal Attack,47.61613736,-122.4053885,"(47.6745518055791, -122.347346415902)"
Seal Attack,47.59795501,-122.4089231,"(47.6771593821228, -122.361262558061)"
Seal Attack,47.59092137,-122.4009063,"(47.6940982325441, -122.33268445386)"
Seal Attack,47.59422391,-122.3886114,"(47.6990549188785, -122.36416239284)"
Seal Attack,47.5926915,-122.4119964,"(47.6965572468185, -122.336695962093)"
Seal Attack,47.61724333,-122.3744825,"(47.683246208032, -122.290319742083)"
Seal Attack,47.57612069,-122.3968532,"(47.6705275932178, -122.307669987282)"
Seal Attack,47.61328489,-122.4016403,"(47.6910552285862, -122.377921389775)"
Seal Attack,47.61458626,-122.382584,"(47.6932619670884, -122.29238099597)"
Seal Attack,47.6029414,-122.3935057,"(47.6927538565204, -122.316381397615)"
Seal Attack,47.58837456,-122.4270473,"(47.6891110861767, -122.323388474657)"
Seal Attack,47.60359485,-122.3939308,"(47.6756740251279, -122.377608361007)"
Seal Attack,47.59307528,-122.4251258,"(47.6961563652273, -122.279732570066)"
Seal Attack,47.61693442,-122.4238295,"(47.6828118945605, -122.280595796292)"
Seal Attack,47.59241097,-122.4275097,"(47.6710264699211, -122.325852629998)"
Seal Attack,47.58142289,-122.4153527,"(47.6892273967838, -122.27864879939)"
Seal Attack,47.5985741,-122.4042703,"(47.6727456664038, -122.312171257775)"
Seal Attack,47.5844076,-122.379088,"(47.6784960109492, -122.30290331657)"
Seal Attack,47.58422286,-122.376077,"(47.6963948855304, -122.28236466319)"
Seal Attack,47.60317339,-122.3826454,"(47.6832051034211, -122.305788036867)"
Seal Attack,47.57911866,-122.3744924,"(47.6812692636912, -122.307414412148)"
Seal Attack,47.58197179,-122.388163,"(47.6707001400622, -122.310584469864)"
Seal Attack,47.59976675,-122.3854515,"(47.6990070934333, -122.280229668647)"
Seal Attack,47.59958903,-122.4053252,"(47.6815102464158, -122.371542739259)"
Seal Attack,47.58846782,-122.3993772,"(47.6801333930933, -122.351430365281)"
Seal Attack,47.57700553,-122.3985718,"(47.6707819853518, -122.33426132933)"
Seal Attack,47.61355462,-122.3713536,"(47.6762824993838, -122.364791223756)"
Seal Attack,47.59802725,-122.4028737,"(47.6710774474996, -122.360427272241)"
Seal Attack,47.59099254,-122.4069041,"(47.679072019406, -122.299695501373)"
Seal Attack,47.58217032,-122.406983,"(47.6993226977959, -122.343625137994)"
Seal Attack,47.60857706,-122.3861576,"(47.6963398068644, -122.275778167733)"
Seal Attack,47.58603061,-122.4135125,"(47.6756509464754, -122.366510329981)"
Seal Attack,47.57922964,-122.3826326,"(47.6878703612583, -122.331962731429)"
Seal Attack,47.58103964,-122.4283668,"(47.6919203586374, -122.297170953963)"
Seal Attack,47.5761028,-122.3701254,"(47.6797321112748, -122.290834405076)"
Seal Attack,47.60530718,-122.4018789,"(47.671714306602, -122.335281809024)"
Seal Attack,47.61410653,-122.3706197,"(47.6780233856055, -122.288695951443)"
Seal Attack,47.59205804,-122.3712735,"(47.6939688015616, -122.375132625035)"
Seal Attack,47.57569025,-122.4188401,"(47.6783636825907, -122.296576111706)"
Seal Attack,47.62308589,-122.4274267,"(47.6904491145922, -122.352231634398)"
Seal Attack,47.58745454,-122.4213703,"(47.6974647998417, -122.361003299267)"
Seal Attack,47.59265048,-122.3736233,"(47.6834162651635, -122.341303716492)"
Seal Attack,47.60883925,-122.3961206,"(47.6816353757425, -122.306968317132)"
Seal Attack,47.61084738,-122.4157018,"(47.6946730860037, -122.369217508376)"
Seal Attack,47.6086596,-122.374382,"(47.6773796484536, -122.378397176282)"
Seal Attack,47.61852224,-122.421186,"(47.6789881937099, -122.296542819101)"
Seal Attack,47.60508797,-122.4232674,"(47.6843652689761, -122.321973798937)"
Seal Attack,47.57545202,-122.3799459,"(47.680364881669, -122.346605762274)"
Seal Attack,47.60740457,-122.4076592,"(47.6827423427553, -122.348591040233)"
Seal Attack,47.57845939,-122.373332,"(47.6954622665366, -122.336887417571)"
Seal Attack,47.61576933,-122.404638,"(47.691346010626, -122.283980277619)"
Seal Attack,47.60872848,-122.4119587,"(47.6837805490083, -122.276166056328)"
Beaver Accident,47.6040088,-122.4048011,"(47.6949609996938, -122.280376609491)"
Beaver Accident,47.60857503,-122.3744162,"(47.6748092120779, -122.278621723162)"
Seal Attack,47.60507,-122.3957972,"(47.6837456259873, -122.284186103109)"
Seal Attack,47.57839231,-122.4274786,"(47.6702146002081, -122.349361840331)"
Seal Attack,47.6024,-122.428992,"(47.6799266503223, -122.305973939366)"
Seal Attack,47.60529674,-122.4187858,"(47.684153589684, -122.351112627739)"
Seal Attack,47.59783738,-122.4063047,"(47.6897136307458, -122.315149106808)"
Seal Attack,47.61109392,-122.4196207,"(47.6941343628687, -122.375504659952)"
Marshawn Lynch Sighting,47.7269,-122.348,"(47.726864, -122.348012)"
Marshawn Lynch Sighting,47.6017,-122.3278,"(47.601667, -122.327778)"
Marshawn Lynch Sighting,47.5389,-122.3858,"(47.538868, -122.385813)"
Marshawn Lynch Sighting,47.5394,-122.291,"(47.539446, -122.29095)"
Marshawn Lynch Sighting,47.6181,-122.3476,"(47.618123, -122.347615)"
Marshawn Lynch Sighting,47.732,-122.2963,"(47.731975, -122.296283)"
Marshawn Lynch Sighting,47.6035,-122.3075,"(47.603514, -122.307459)"
Marshawn Lynch Sighting,47.6088,-122.34,"(47.608821, -122.340013)"
Marshawn Lynch Sighting,47.6062,-122.3168,"(47.606203, -122.31678)"
Marshawn Lynch Sighting,47.6049,-122.3334,"(47.604911, -122.333366)"
Marshawn Lynch Sighting,47.6139,-122.3142,"(47.613895, -122.31422)"
Marshawn Lynch Sighting,47.5436,-122.3214,"(47.543619, -122.321356)"
Marshawn Lynch Sighting,47.6017,-122.3316,"(47.601718, -122.331581)"
Marshawn Lynch Sighting,47.6078,-122.336,"(47.607763, -122.335976)"
Marshawn Lynch Sighting,47.6178,-122.348,"(47.617795, -122.348039)"
Marshawn Lynch Sighting,47.7302,-122.2979,"(47.730162, -122.297874)"
Marshawn Lynch Sighting,47.6231,-122.3272,"(47.623133, -122.327193)"
Marshawn Lynch Sighting,47.6246,-122.3476,"(47.624561, -122.347571)"
Marshawn Lynch Sighting,47.5974,-122.3172,"(47.597406, -122.317228)"
Marshawn Lynch Sighting,47.5806,-122.3953,"(47.580616, -122.395317)"
Marshawn Lynch Sighting,47.6027,-122.3142,"(47.602716, -122.314197)"
Marshawn Lynch Sighting,47.652,-122.3524,"(47.652045, -122.352358)"
Marshawn Lynch Sighting,47.5315,-122.2808,"(47.531537, -122.280793)"
Marshawn Lynch Sighting,47.6131,-122.3167,"(47.61305, -122.316747)"
Marshawn Lynch Sighting,47.6161,-122.3452,"(47.616138, -122.345235)"
Marshawn Lynch Sighting,47.5924,-122.329,"(47.592394, -122.329049)"
Marshawn Lynch Sighting,47.6738,-122.3688,"(47.67381, -122.368799)"
Marshawn Lynch Sighting,47.6186,-122.3447,"(47.61856, -122.344679)"
Marshawn Lynch Sighting,47.6028,-122.3314,"(47.602769, -122.331409)"
Marshawn Lynch Sighting,47.5759,-122.2949,"(47.575875, -122.294883)"
Marshawn Lynch Sighting,47.5232,-122.3934,"(47.523194, -122.393362)"
Marshawn Lynch Sighting,47.6987,-122.3472,"(47.698722, -122.34715)"
Marshawn Lynch Sighting,47.5512,-122.2777,"(47.551176, -122.277664)"
Marshawn Lynch Sighting,47.5993,-122.3022,"(47.599281, -122.302222)"
Marshawn Lynch Sighting,47.6077,-122.3221,"(47.607661, -122.322073)"
Marshawn Lynch Sighting,47.5856,-122.3214,"(47.585559, -122.321394)"
Marshawn Lynch Sighting,47.6098,-122.3378,"(47.60975, -122.337793)"
Marshawn Lynch Sighting,47.5504,-122.2773,"(47.550425, -122.277276)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.617,-122.3234,"(47.616984, -122.323442)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.607,-122.2894,"(47.607026, -122.28944)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.5199,-122.2684,"(47.519853, -122.268364)"
Marshawn Lynch Sighting,47.532,-122.343,"(47.531953, -122.342954)"
Marshawn Lynch Sighting,47.5857,-122.3342,"(47.585705, -122.334198)"
Marshawn Lynch Sighting,47.5389,-122.2841,"(47.538882, -122.284082)"
Marshawn Lynch Sighting,47.5784,-122.2982,"(47.57835, -122.298151)"
Marshawn Lynch Sighting,47.7029,-122.3469,"(47.702885, -122.346896)"
Marshawn Lynch Sighting,47.5861,-122.3333,"(47.586103, -122.333266)"
Marshawn Lynch Sighting,47.6148,-122.3449,"(47.614791, -122.34494)"
Marshawn Lynch Sighting,47.6312,-122.3902,"(47.631249, -122.390204)"
Marshawn Lynch Sighting,47.6382,-122.3984,"(47.638204, -122.398352)"
Marshawn Lynch Sighting,47.5188,-122.3493,"(47.51882, -122.349252)"
Marshawn Lynch Sighting,47.6098,-122.3408,"(47.609847, -122.340843)"
Marshawn Lynch Sighting,47.6174,-122.3453,"(47.617356, -122.345312)"
Marshawn Lynch Sighting,47.6221,-122.3476,"(47.622075, -122.347592)"
Marshawn Lynch Sighting,47.562,-122.3293,"(47.562013, -122.329347)"
Marshawn Lynch Sighting,47.6133,-122.3444,"(47.613271, -122.344353)"
Marshawn Lynch Sighting,47.6997,-122.3554,"(47.699674, -122.355396)"
Marshawn Lynch Sighting,47.5798,-122.3291,"(47.579809, -122.329057)"
Marshawn Lynch Sighting,47.6813,-122.3877,"(47.681314, -122.387678)"
Marshawn Lynch Sighting,47.6134,-122.3465,"(47.613375, -122.346513)"
Marshawn Lynch Sighting,47.5883,-122.2981,"(47.588312, -122.298051)"
Marshawn Lynch Sighting,47.5965,-122.3012,"(47.59645, -122.301171)"
Marshawn Lynch Sighting,47.6062,-122.3407,"(47.606245, -122.340723)"
Marshawn Lynch Sighting,47.6112,-122.3376,"(47.611207, -122.337592)"
Marshawn Lynch Sighting,47.5966,-122.289,"(47.596613, -122.289008)"
Marshawn Lynch Sighting,47.6631,-122.3153,"(47.663142, -122.315263)"
Marshawn Lynch Sighting,47.7194,-122.2927,"(47.719433, -122.29273)"
Marshawn Lynch Sighting,47.61,-122.3381,"(47.610034, -122.338053)"
Marshawn Lynch Sighting,47.6124,-122.3455,"(47.612365, -122.345525)"
Marshawn Lynch Sighting,47.5316,-122.2743,"(47.53156, -122.274299)"
Marshawn Lynch Sighting,47.6141,-122.3376,"(47.61409, -122.337592)"
Marshawn Lynch Sighting,47.6073,-122.3279,"(47.607297, -122.327878)"
Marshawn Lynch Sighting,47.7069,-122.3434,"(47.706877, -122.34336)"
Marshawn Lynch Sighting,47.6062,-122.3048,"(47.606165, -122.304764)"
Marshawn Lynch Sighting,47.5798,-122.3342,"(47.579811, -122.334201)"
Marshawn Lynch Sighting,47.5407,-122.2775,"(47.540674, -122.277502)"
Marshawn Lynch Sighting,47.5778,-122.3108,"(47.577784, -122.310821)"
Marshawn Lynch Sighting,47.6167,-122.3268,"(47.61667, -122.326802)"
Marshawn Lynch Sighting,47.5277,-122.2676,"(47.527708, -122.267558)"
Marshawn Lynch Sighting,47.6155,-122.3461,"(47.615473, -122.346094)"
Marshawn Lynch Sighting,47.5569,-122.3629,"(47.556912, -122.362925)"
Marshawn Lynch Sighting,47.5159,-122.2665,"(47.515877, -122.266528)"
Marshawn Lynch Sighting,47.621,-122.3253,"(47.621046, -122.325301)"
Marshawn Lynch Sighting,47.6017,-122.3077,"(47.601676, -122.307657)"
Marshawn Lynch Sighting,47.5444,-122.3858,"(47.544363, -122.385758)"
Marshawn Lynch Sighting,47.6094,-122.283,"(47.609444, -122.283038)"
Marshawn Lynch Sighting,47.6002,-122.3305,"(47.600194, -122.330541)"
Marshawn Lynch Sighting,47.6017,-122.3178,"(47.601695, -122.317823)"
Marshawn Lynch Sighting,47.5154,-122.2674,"(47.51537, -122.267366)"
Marshawn Lynch Sighting,47.6111,-122.3345,"(47.611142, -122.334464)"
Marshawn Lynch Sighting,47.6592,-122.3374,"(47.659159, -122.337403)"
Marshawn Lynch Sighting,47.7068,-122.3232,"(47.706831, -122.323224)"
Marshawn Lynch Sighting,47.6188,-122.3359,"(47.618811, -122.335874)"
Marshawn Lynch Sighting,47.7111,-122.3206,"(47.711149, -122.32062)"
Marshawn Lynch Sighting,47.5152,-122.2594,"(47.515196, -122.25937)"
Marshawn Lynch Sighting,47.5088,-122.2697,"(47.508786, -122.269729)"
Marshawn Lynch Sighting,47.5857,-122.3342,"(47.585733, -122.334198)"
Marshawn Lynch Sighting,47.6891,-122.4007,"(47.689115, -122.400703)"
Marshawn Lynch Sighting,47.5641,-122.285,"(47.564122, -122.284959)"
Marshawn Lynch Sighting,47.5347,-122.2726,"(47.534709, -122.272643)"
Marshawn Lynch Sighting,47.6044,-122.3252,"(47.604377, -122.325207)"
Marshawn Lynch Sighting,47.5389,-122.2822,"(47.538884, -122.282179)"
Marshawn Lynch Sighting,47.7123,-122.3448,"(47.712319, -122.344814)"
Marshawn Lynch Sighting,47.66,-122.3132,"(47.660033, -122.313162)"
Marshawn Lynch Sighting,47.6244,-122.2966,"(47.62436, -122.296608)"
Marshawn Lynch Sighting,47.5119,-122.3751,"(47.511861, -122.375135)"
Marshawn Lynch Sighting,47.5534,-122.3296,"(47.553399, -122.329551)"
Marshawn Lynch Sighting,47.6959,-122.3251,"(47.695883, -122.325064)"
Marshawn Lynch Sighting,47.5609,-122.3159,"(47.560945, -122.3159)"
Marshawn Lynch Sighting,47.6154,-122.35,"(47.615413, -122.349958)"
Marshawn Lynch Sighting,47.6157,-122.3182,"(47.615659, -122.318166)"
Marshawn Lynch Sighting,47.6541,-122.3736,"(47.654136, -122.373602)"
Marshawn Lynch Sighting,47.6961,-122.335,"(47.696147, -122.335025)"
Marshawn Lynch Sighting,47.5992,-122.2962,"(47.599219, -122.296232)"
Marshawn Lynch Sighting,47.6685,-122.313,"(47.668547, -122.313018)"
Marshawn Lynch Sighting,47.687,-122.3553,"(47.687045, -122.3553)"
Marshawn Lynch Sighting,47.5943,-122.3148,"(47.594263, -122.314834)"
Marshawn Lynch Sighting,47.6035,-122.3321,"(47.603484, -122.332062)"
Marshawn Lynch Sighting,47.6,-122.3359,"(47.600046, -122.335911)"
Marshawn Lynch Sighting,47.5844,-122.3042,"(47.584373, -122.304246)"
Marshawn Lynch Sighting,47.6924,-122.3553,"(47.692418, -122.355321)"
Marshawn Lynch Sighting,47.6107,-122.3387,"(47.610743, -122.338702)"
Marshawn Lynch Sighting,47.5173,-122.3507,"(47.517334, -122.350653)"
Marshawn Lynch Sighting,47.5147,-122.3796,"(47.514679, -122.37962)"
Marshawn Lynch Sighting,47.5223,-122.2714,"(47.522321, -122.271405)"
Marshawn Lynch Sighting,47.6071,-122.3353,"(47.60705, -122.335324)"
Marshawn Lynch Sighting,47.5262,-122.27,"(47.526171, -122.269983)"
Marshawn Lynch Sighting,47.6107,-122.3387,"(47.610743, -122.338702)"
Marshawn Lynch Sighting,47.6246,-122.3525,"(47.624572, -122.352459)"
Marshawn Lynch Sighting,47.6026,-122.3342,"(47.602588, -122.334202)"
Marshawn Lynch Sighting,47.5319,-122.3632,"(47.531877, -122.363207)"
Marshawn Lynch Sighting,47.6129,-122.3115,"(47.612908, -122.311474)"
Marshawn Lynch Sighting,47.7043,-122.347,"(47.704334, -122.346981)"
Marshawn Lynch Sighting,47.6002,-122.3305,"(47.600194, -122.330541)"
Marshawn Lynch Sighting,47.5408,-122.3608,"(47.540835, -122.360844)"
Marshawn Lynch Sighting,47.5366,-122.3613,"(47.53658, -122.36131)"
Marshawn Lynch Sighting,47.6141,-122.3255,"(47.614089, -122.325514)"
Marshawn Lynch Sighting,47.6098,-122.3378,"(47.60975, -122.337793)"
Marshawn Lynch Sighting,47.6112,-122.3376,"(47.611207, -122.337592)"
Marshawn Lynch Sighting,47.7068,-122.3232,"(47.706795, -122.323223)"
Marshawn Lynch Sighting,47.7173,-122.2927,"(47.717342, -122.292709)"
Marshawn Lynch Sighting,47.5467,-122.3952,"(47.54673, -122.395168)"
Marshawn Lynch Sighting,47.731,-122.3478,"(47.73104, -122.347764)"
Marshawn Lynch Sighting,47.6798,-122.3789,"(47.679754, -122.378917)"
Marshawn Lynch Sighting,47.6166,-122.3255,"(47.616585, -122.325546)"
Marshawn Lynch Sighting,47.5611,-122.3775,"(47.56107, -122.377453)"
Marshawn Lynch Sighting,47.7168,-122.3449,"(47.716784, -122.344888)"
Marshawn Lynch Sighting,47.6302,-122.341,"(47.630177, -122.34096)"
Marshawn Lynch Sighting,47.537,-122.2813,"(47.537042, -122.281293)"
Marshawn Lynch Sighting,47.6943,-122.3742,"(47.694252, -122.374217)"
Marshawn Lynch Sighting,47.7269,-122.3477,"(47.726934, -122.347715)"
Marshawn Lynch Sighting,47.6134,-122.3465,"(47.613375, -122.346513)"
Marshawn Lynch Sighting,47.6533,-122.359,"(47.653311, -122.358956)"
Marshawn Lynch Sighting,47.519,-122.27,"(47.519038, -122.269996)"
Marshawn Lynch Sighting,47.6,-122.3303,"(47.599991, -122.330342)"
Marshawn Lynch Sighting,47.6027,-122.3344,"(47.602701, -122.334414)"
Marshawn Lynch Sighting,47.5233,-122.2742,"(47.52331, -122.274242)"
Marshawn Lynch Sighting,47.5233,-122.2764,"(47.523312, -122.276403)"
Marshawn Lynch Sighting,47.6021,-122.3308,"(47.602114, -122.330809)"
Marshawn Lynch Sighting,47.5977,-122.287,"(47.597742, -122.286981)"
Marshawn Lynch Sighting,47.6986,-122.3176,"(47.698619, -122.317611)"
Marshawn Lynch Sighting,47.5354,-122.2808,"(47.5354, -122.280762)"
Marshawn Lynch Sighting,47.6112,-122.3376,"(47.611207, -122.337592)"
Marshawn Lynch Sighting,47.6271,-122.341,"(47.627134, -122.34102)"
Marshawn Lynch Sighting,47.6,-122.3329,"(47.600043, -122.332879)"
Marshawn Lynch Sighting,47.6568,-122.3472,"(47.656819, -122.347234)"
Marshawn Lynch Sighting,47.6112,-122.3428,"(47.611201, -122.342838)"
Marshawn Lynch Sighting,47.603,-122.3285,"(47.602985, -122.328535)"
Marshawn Lynch Sighting,47.519,-122.39,"(47.519037, -122.389968)"
Marshawn Lynch Sighting,47.6797,-122.3526,"(47.679722, -122.352606)"
Marshawn Lynch Sighting,47.6017,-122.332,"(47.601719, -122.331984)"
Marshawn Lynch Sighting,47.5219,-122.3592,"(47.521903, -122.35924)"
Marshawn Lynch Sighting,47.7269,-122.3477,"(47.726934, -122.347715)"
Marshawn Lynch Sighting,47.5389,-122.2822,"(47.538884, -122.282179)"
Marshawn Lynch Sighting,47.5774,-122.3342,"(47.577425, -122.334202)"
Marshawn Lynch Sighting,47.5733,-122.2928,"(47.573333, -122.292817)"
Marshawn Lynch Sighting,47.6384,-122.3212,"(47.638391, -122.32121)"
Marshawn Lynch Sighting,47.6676,-122.3805,"(47.667604, -122.380468)"
Marshawn Lynch Sighting,47.6849,-122.3944,"(47.684925, -122.394404)"
Marshawn Lynch Sighting,47.6013,-122.3316,"(47.601267, -122.33157)"
Marshawn Lynch Sighting,47.5359,-122.2725,"(47.535923, -122.272511)"
Marshawn Lynch Sighting,47.5064,-122.2545,"(47.506354, -122.254517)"
Marshawn Lynch Sighting,47.5475,-122.3214,"(47.547503, -122.321439)"
Marshawn Lynch Sighting,47.5424,-122.3596,"(47.5424, -122.35957)"
Marshawn Lynch Sighting,47.5233,-122.27,"(47.523307, -122.269986)"
Marshawn Lynch Sighting,47.6079,-122.3285,"(47.607945, -122.328471)"
Marshawn Lynch Sighting,47.5381,-122.2705,"(47.538066, -122.270531)"
Marshawn Lynch Sighting,47.5857,-122.3342,"(47.585747, -122.334198)"
Marshawn Lynch Sighting,47.5915,-122.3148,"(47.59145, -122.314838)"
Marshawn Lynch Sighting,47.6167,-122.3422,"(47.616698, -122.342214)"
Marshawn Lynch Sighting,47.5433,-122.3228,"(47.543338, -122.322781)"
Marshawn Lynch Sighting,47.6585,-122.3188,"(47.658467, -122.318792)"
Marshawn Lynch Sighting,47.5242,-122.3551,"(47.524187, -122.355089)"
Marshawn Lynch Sighting,47.5983,-122.3342,"(47.598292, -122.334191)"
Marshawn Lynch Sighting,47.6803,-122.3258,"(47.680293, -122.325826)"
Marshawn Lynch Sighting,47.5233,-122.27,"(47.523307, -122.269986)"
Marshawn Lynch Sighting,47.7142,-122.318,"(47.714243, -122.317972)"
Marshawn Lynch Sighting,47.6758,-122.3109,"(47.675843, -122.310859)"
Marshawn Lynch Sighting,47.6144,-122.3383,"(47.614391, -122.338314)"
Marshawn Lynch Sighting,47.6002,-122.3305,"(47.600194, -122.330541)"
Marshawn Lynch Sighting,47.5868,-122.3003,"(47.586813, -122.30031)"
Marshawn Lynch Sighting,47.6093,-122.3389,"(47.609285, -122.338904)"
Marshawn Lynch Sighting,47.5751,-122.3092,"(47.575087, -122.309245)"
Marshawn Lynch Sighting,47.5441,-122.3738,"(47.544063, -122.373773)"
Marshawn Lynch Sighting,47.6913,-122.3553,"(47.691322, -122.35531)"
Marshawn Lynch Sighting,47.6188,-122.3304,"(47.618823, -122.330413)"
Marshawn Lynch Sighting,47.5282,-122.2639,"(47.528223, -122.263927)"
Marshawn Lynch Sighting,47.5231,-122.3202,"(47.523058, -122.320218)"
Marshawn Lynch Sighting,47.5291,-122.2708,"(47.529118, -122.270795)"
Marshawn Lynch Sighting,47.6017,-122.3303,"(47.601716, -122.330265)"
Marshawn Lynch Sighting,47.5442,-122.274,"(47.544196, -122.274007)"
Marshawn Lynch Sighting,47.5433,-122.2734,"(47.543306, -122.273387)"
Marshawn Lynch Sighting,47.7287,-122.3477,"(47.728679, -122.347736)"
Marshawn Lynch Sighting,47.6633,-122.3131,"(47.663347, -122.313098)"
Marshawn Lynch Sighting,47.5724,-122.2899,"(47.572371, -122.289912)"
Marshawn Lynch Sighting,47.6212,-122.3253,"(47.62121, -122.325302)"
Marshawn Lynch Sighting,47.5053,-122.2583,"(47.505318, -122.258317)"
Marshawn Lynch Sighting,47.526,-122.3739,"(47.526014, -122.373944)"
Marshawn Lynch Sighting,47.59,-122.3149,"(47.589989, -122.314853)"
Marshawn Lynch Sighting,47.6129,-122.3128,"(47.612912, -122.31278)"
Marshawn Lynch Sighting,47.5862,-122.3291,"(47.58617, -122.329062)"
Seal Attack,47.5919,-122.3630751,"(47.571924, -122.308253)"
Seal Attack,47.5992,-122.3713514,"(47.599173, -122.297417)"
Seal Attack,47.5955,-122.3751802,"(47.615516, -122.344184)"
Seal Attack,47.5882,-122.3703975,"(47.678165, -122.322737)"
Seal Attack,47.5814,-122.3525107,"(47.57142, -122.362034)"
Seal Attack,47.6155,-122.3593945,"(47.615516, -122.344184)"
Seal Attack,47.6033,-122.3432,"(47.633255, -122.378853)"
Seal Attack,47.602,-122.341,"(47.57142, -122.362034)"
Seal Attack,47.605,-122.342,"(47.631, -122.3554)"
Seal Attack,47.6016,-122.347,"(47.601643, -122.327656)"
Seal Attack,47.6019,-122.3417,"(47.571924, -122.308253)"
Seal Attack,47.6016,-122.3411,"(47.601643, -122.327656)"
Seal Attack,47.6016,-122.3779024,"(47.601643, -122.327656)"
Seal Attack,47.6159,-122.3755708,"(47.575875, -122.294935)"
Seal Attack,47.6155,-122.3591938,"(47.615516, -122.344184)"
Seal Attack,47.6016,-122.3741655,"(47.601643, -122.327656)"
Seal Attack,47.6108,-122.3745879,"(47.610762, -122.347609)"
Seal Attack,47.6108,-122.3554314,"(47.610762, -122.347609)"
Seal Attack,47.6016,-122.3667523,"(47.601643, -122.327656)"
Seal Attack,47.6023,-122.3655304,"(47.602348, -122.337148)"
Seal Attack,47.6023,-122.3727675,"(47.602348, -122.337148)"
Seal Attack,47.6023,-122.3765907,"(47.602348, -122.337148)"
Seal Attack,47.6023,-122.3596865,"(47.602348, -122.337148)"
Seal Attack,47.6319,-122.3768667,"(47.631855, -122.315219)"
Seal Attack,47.5897,-122.3765404,"(47.589697, -122.286332)"
Seal Attack,47.6261,-122.3585554,"(47.626074, -122.337119)"
Seal Attack,47.6261,-122.3677301,"(47.626074, -122.337119)"
Seal Attack,47.6091,-122.3558809,"(47.579125, -122.410648)"
Seal Attack,47.6504,-122.3654333,"(47.650447, -122.316381)"
Seal Attack,47.6551,-122.3737691,"(47.655066, -122.273533)"
Seal Attack,47.6759,-122.3566123,"(47.675868, -122.253441)"
Seal Attack,47.5895,-122.3535096,"(47.589505, -122.381529)"
Seal Attack,47.7032,-122.375192,"(47.703152, -122.386271)"
Seal Attack,47.7032,-122.3755519,"(47.703152, -122.386271)"
Seal Attack,47.6087,-122.3878759,"(47.57874, -122.411965)"
Seal Attack,47.6038,-122.3646692,"(47.603781, -122.338424)"
Seal Attack,47.6038,-122.3686484,"(47.603824, -122.338465)"
Seal Attack,47.6,-122.3655267,"(47.5990485096789, -122.368617482743)"
Seal Attack,47.59,-122.3710405,"(47.5929961996882, -122.389531687375)"
Seal Attack,47.59,-122.3659486,"(47.5890572110517, -122.367059638108)"
Seal Attack,47.6,-122.3796016,"(47.5951872515694, -122.371733610548)"
Seal Attack,47.6057,-122.3695438,"(47.5718028398996, -122.376239384901)"
